縣市別,場址名稱,場址坐標,場址地址,場址地號,場址種類,場址面積(平方公尺),公告為控制場址日期,公告為控制場址公文,公告解除控制場址日期,公告解除控制場址公文,公告為整治場址日期,公告為整治場址公文,公告解除整治場址日期,公告解除整治場址公文,公告劃定地下水受污染限制使用地區及限制事項日期,公告劃定地下水受污染限制使用地區及限制事項公文,公告解除劃定地下水受污染限制使用地區及限制事項日期,公告解除劃定地下水受污染限制使用地區及限制事項公文,場址列管狀態,土壤/地下水污染物,污染情形,場址現況概述,重要注意事項,改善整治進度
臺中市,台中市大里區中興段499地號,X：217074，Y：2665375,台中市大里區中興段499地號,台中市大里區中興段499地號,農地,1023,2012/04/11,府授環水字第10100418862號,2014/07/03,府授環水字第1030114984號,無,無,無,無,無,無,無,無,公告解除控制場址,鉻;銅;鎳/無,"(一)臺中市大里區中興段447、448、449地號為重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段470、471、472地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段498、499、500、501地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段503、504、505地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段529(部分)、530(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段602(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段743地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段468地號重金屬銅超過食用作物農地之管制標準；中興段492地號重金屬銅超過食用作物農地之管制標準；中興段526地號重金屬銅超過食用作物農地之管制標準；中興段527地號重金屬銅超過食用作物農地之管制標準；大突寮段304-1(部分)、306(部分)、348(部分)地號及無地號國有地(部分)重金屬鎳超過土壤污染管制標準。
 
 (二)霧峰區吳厝段43-85(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-86、43-132、13-157地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-38、43-54、43-155、43-156地號重金屬鉻超過土壤污染管制標準；吳厝段43-32、43-34(部分)、43-36(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-57(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-81(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-71地號重金屬鎳超過土壤污染管制標準；吳厝段43-72(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-209(部分)、43-210(部分)地號重金屬鉻、鎳超過土壤污染管制標準。","1.農業使用，停耕中。2.中興段498、499、500、501地號構成坵塊（面積3,791平方公尺）。",上述農地因遭受重金屬污染，地上之食用作物均須剷除、銷燬，請土地所有人勿採收，土地將強制停耕至改善完成為止。土地所有人可依此公告向轄區區公所申請停耕補償費，每年二期直至農地改善完成解除列管為止，若已請領休耕補償或停灌補償費，不得再申請停耕補償費。,完成控制並解除列管
臺中市,台中市大里區中興段500地號,X：217090，Y：2665359,台中市大里區中興段500地號,台中市大里區中興段500地號,農地,1023,2012/04/11,府授環水字第10100418862號,2014/07/03,府授環水字第1030114984號,無,無,無,無,無,無,無,無,公告解除控制場址,鉻;銅;鎳/無,"(一)臺中市大里區中興段447、448、449地號為重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段470、471、472地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段498、499、500、501地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段503、504、505地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段529(部分)、530(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段602(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段743地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段468地號重金屬銅超過食用作物農地之管制標準；中興段492地號重金屬銅超過食用作物農地之管制標準；中興段526地號重金屬銅超過食用作物農地之管制標準；中興段527地號重金屬銅超過食用作物農地之管制標準；大突寮段304-1(部分)、306(部分)、348(部分)地號及無地號國有地(部分)重金屬鎳超過土壤污染管制標準。
 
 (二)霧峰區吳厝段43-85(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-86、43-132、13-157地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-38、43-54、43-155、43-156地號重金屬鉻超過土壤污染管制標準；吳厝段43-32、43-34(部分)、43-36(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-57(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-81(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-71地號重金屬鎳超過土壤污染管制標準；吳厝段43-72(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-209(部分)、43-210(部分)地號重金屬鉻、鎳超過土壤污染管制標準。","1.農業使用，停耕中。2.中興段498、499、500、501地號構成坵塊（面積3,791平方公尺）。",上述農地因遭受重金屬污染，地上之食用作物均須剷除、銷燬，請土地所有人勿採收，土地將強制停耕至改善完成為止。土地所有人可依此公告向轄區區公所申請停耕補償費，每年二期直至農地改善完成解除列管為止，若已請領休耕補償或停灌補償費，不得再申請停耕補償費。,完成控制並解除列管
臺中市,臺中市大里區中興段501地號,X：217101，Y：2665346,臺中市大里區中興段501地號,臺中市大里區中興段501地號,農地,752,2012/04/11,府授環水字第10100418862號,2014/07/03,府授環水字第1030114984號,無,無,無,無,無,無,無,無,公告解除控制場址,鉻;銅;鎳/無,"(一)臺中市大里區中興段447、448、449地號為重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段470、471、472地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段498、499、500、501地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段503、504、505地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段529(部分)、530(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段602(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段743地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段468地號重金屬銅超過食用作物農地之管制標準；中興段492地號重金屬銅超過食用作物農地之管制標準；中興段526地號重金屬銅超過食用作物農地之管制標準；中興段527地號重金屬銅超過食用作物農地之管制標準；大突寮段304-1(部分)、306(部分)、348(部分)地號及無地號國有地(部分)重金屬鎳超過土壤污染管制標準。
 
 (二)霧峰區吳厝段43-85(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-86、43-132、13-157地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-38、43-54、43-155、43-156地號重金屬鉻超過土壤污染管制標準；吳厝段43-32、43-34(部分)、43-36(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-57(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-81(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-71地號重金屬鎳超過土壤污染管制標準；吳厝段43-72(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-209(部分)、43-210(部分)地號重金屬鉻、鎳超過土壤污染管制標準。","1.農業使用，停耕中。2.中興段498、499、500、501地號構成坵塊（面積3,791平方公尺）。",上述農地因遭受重金屬污染，地上之食用作物均須剷除、銷燬，請土地所有人勿採收，土地將強制停耕至改善完成為止。土地所有人可依此公告向轄區區公所申請停耕補償費，每年二期直至農地改善完成解除列管為止，若已請領休耕補償或停灌補償費，不得再申請停耕補償費。,完成控制並解除列管
臺中市,台中市大里區中興段504地號,X：217036，Y：2665336,台中市大里區中興段504地號,台中市大里區中興段504地號,農地,1023,2012/04/11,府授環水字第10100418862號,2014/08/22,府授環水字第1030153186號,無,無,無,無,無,無,無,無,公告解除控制場址,鉻;銅/無,"(一)臺中市大里區中興段447、448、449地號為重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段470、471、472地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段498、499、500、501地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段503、504、505地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段529(部分)、530(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段602(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段743地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段468地號重金屬銅超過食用作物農地之管制標準；中興段492地號重金屬銅超過食用作物農地之管制標準；中興段526地號重金屬銅超過食用作物農地之管制標準；中興段527地號重金屬銅超過食用作物農地之管制標準；大突寮段304-1(部分)、306(部分)、348(部分)地號及無地號國有地(部分)重金屬鎳超過土壤污染管制標準。
 
 (二)霧峰區吳厝段43-85(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-86、43-132、13-157地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-38、43-54、43-155、43-156地號重金屬鉻超過土壤污染管制標準；吳厝段43-32、43-34(部分)、43-36(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-57(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-81(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-71地號重金屬鎳超過土壤污染管制標準；吳厝段43-72(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-209(部分)、43-210(部分)地號重金屬鉻、鎳超過土壤污染管制標準。","1.農業使用，停耕中。2.中興段503、504、505地號構成坵塊（面積3,039平方公尺）。",上述農地因遭受重金屬污染，地上之食用作物均須剷除、銷燬，請土地所有人勿採收，土地將強制停耕至改善完成為止。土地所有人可依此公告向轄區區公所申請停耕補償費，每年二期直至農地改善完成解除列管為止，若已請領休耕補償或停灌補償費，不得再申請停耕補償費。,完成控制並解除列管
臺中市,台中市大里區中興段505地號,X：217024，Y：2665350,台中市大里區中興段505地號,台中市大里區中興段505地號,農地,993,2012/04/11,府授環水字第10100418862號,2014/08/22,府授環水字第1030153186號,無,無,無,無,無,無,無,無,公告解除控制場址,鉻;銅/無,"(一)臺中市大里區中興段447、448、449地號為重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段470、471、472地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段498、499、500、501地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段503、504、505地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段529(部分)、530(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段602(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段743地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段468地號重金屬銅超過食用作物農地之管制標準；中興段492地號重金屬銅超過食用作物農地之管制標準；中興段526地號重金屬銅超過食用作物農地之管制標準；中興段527地號重金屬銅超過食用作物農地之管制標準；大突寮段304-1(部分)、306(部分)、348(部分)地號及無地號國有地(部分)重金屬鎳超過土壤污染管制標準。
 
 (二)霧峰區吳厝段43-85(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-86、43-132、13-157地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-38、43-54、43-155、43-156地號重金屬鉻超過土壤污染管制標準；吳厝段43-32、43-34(部分)、43-36(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-57(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-81(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-71地號重金屬鎳超過土壤污染管制標準；吳厝段43-72(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-209(部分)、43-210(部分)地號重金屬鉻、鎳超過土壤污染管制標準。","1.農業使用，停耕中。2.中興段503、504、505地號構成坵塊（面積3,039平方公尺）。",上述農地因遭受重金屬污染，地上之食用作物均須剷除、銷燬，請土地所有人勿採收，土地將強制停耕至改善完成為止。土地所有人可依此公告向轄區區公所申請停耕補償費，每年二期直至農地改善完成解除列管為止，若已請領休耕補償或停灌補償費，不得再申請停耕補償費。,完成控制並解除列管
臺中市,台中市大里區中興段530地號,X：217010，Y：2665286,台中市大里區中興段530地號,台中市大里區中興段530地號,農地,407,2012/04/11,府授環水字第10100418862號,2014/12/09,府授環水字第1030241384號,無,無,無,無,無,無,無,無,公告解除控制場址,鉻;銅/無,"(一)臺中市大里區中興段447、448、449地號為重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段470、471、472地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段498、499、500、501地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段503、504、505地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段529(部分)、530(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段602(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段743地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段468地號重金屬銅超過食用作物農地之管制標準；中興段492地號重金屬銅超過食用作物農地之管制標準；中興段526地號重金屬銅超過食用作物農地之管制標準；中興段527地號重金屬銅超過食用作物農地之管制標準；大突寮段304-1(部分)、306(部分)、348(部分)地號及無地號國有地(部分)重金屬鎳超過土壤污染管制標準。
 
 (二)霧峰區吳厝段43-85(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-86、43-132、13-157地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-38、43-54、43-155、43-156地號重金屬鉻超過土壤污染管制標準；吳厝段43-32、43-34(部分)、43-36(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-57(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-81(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-71地號重金屬鎳超過土壤污染管制標準；吳厝段43-72(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-209(部分)、43-210(部分)地號重金屬鉻、鎳超過土壤污染管制標準。",1.農業使用，停耕中。2.中興段529(部分)、530(部分)地號構成坵塊（面積755平方公尺）。,上述農地因遭受重金屬污染，地上之食用作物均須剷除、銷燬，請土地所有人勿採收，土地將強制停耕至改善完成為止。土地所有人可依此公告向轄區區公所申請停耕補償費，每年二期直至農地改善完成解除列管為止，若已請領休耕補償或停灌補償費，不得再申請停耕補償費。,完成控制並解除列管
臺中市,臺中市大里區中興段602地號,X：216735，Y：2665184,臺中市大里區中興段602地號,臺中市大里區中興段602地號,農地,318,2012/04/11,府授環水字第10100418862號,2014/07/03,府授環水字第1030114984號,無,無,無,無,無,無,無,無,公告解除控制場址,鉻;銅/無,"(一)臺中市大里區中興段447、448、449地號為重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段470、471、472地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段498、499、500、501地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段503、504、505地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段529(部分)、530(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段602(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段743地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段468地號重金屬銅超過食用作物農地之管制標準；中興段492地號重金屬銅超過食用作物農地之管制標準；中興段526地號重金屬銅超過食用作物農地之管制標準；中興段527地號重金屬銅超過食用作物農地之管制標準；大突寮段304-1(部分)、306(部分)、348(部分)地號及無地號國有地(部分)重金屬鎳超過土壤污染管制標準。
 
 (二)霧峰區吳厝段43-85(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-86、43-132、13-157地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-38、43-54、43-155、43-156地號重金屬鉻超過土壤污染管制標準；吳厝段43-32、43-34(部分)、43-36(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-57(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-81(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-71地號重金屬鎳超過土壤污染管制標準；吳厝段43-72(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-209(部分)、43-210(部分)地號重金屬鉻、鎳超過土壤污染管制標準。",農業使用，停耕中。,上述農地因遭受重金屬污染，地上之食用作物均須剷除、銷燬，請土地所有人勿採收，土地將強制停耕至改善完成為止。土地所有人可依此公告向轄區區公所申請停耕補償費，每年二期直至農地改善完成解除列管為止，若已請領休耕補償或停灌補償費，不得再申請停耕補償費。,完成控制並解除列管
臺中市,台中市大里區中興段743地號,X：216555，Y：2664983,台中市大里區中興段743地號,台中市大里區中興段743地號,農地,993,2012/04/11,府授環水字第10100418862號,2014/12/09,府授環水字第1030241384號,無,無,無,無,無,無,無,無,公告解除控制場址,鉻;銅;鎳/無,"(一)臺中市大里區中興段447、448、449地號為重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段470、471、472地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段498、499、500、501地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段503、504、505地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段529(部分)、530(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段602(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段743地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段468地號重金屬銅超過食用作物農地之管制標準；中興段492地號重金屬銅超過食用作物農地之管制標準；中興段526地號重金屬銅超過食用作物農地之管制標準；中興段527地號重金屬銅超過食用作物農地之管制標準；大突寮段304-1(部分)、306(部分)、348(部分)地號及無地號國有地(部分)重金屬鎳超過土壤污染管制標準。
 
 (二)霧峰區吳厝段43-85(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-86、43-132、13-157地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-38、43-54、43-155、43-156地號重金屬鉻超過土壤污染管制標準；吳厝段43-32、43-34(部分)、43-36(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-57(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-81(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-71地號重金屬鎳超過土壤污染管制標準；吳厝段43-72(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-209(部分)、43-210(部分)地號重金屬鉻、鎳超過土壤污染管制標準。",農業使用，停耕中。,上述農地因遭受重金屬污染，地上之食用作物均須剷除、銷燬，請土地所有人勿採收，土地將強制停耕至改善完成為止。土地所有人可依此公告向轄區區公所申請停耕補償費，每年二期直至農地改善完成解除列管為止，若已請領休耕補償或停灌補償費，不得再申請停耕補償費。,完成控制並解除列管
臺中市,台中市大里區中興段468地號,X：217102，Y：2665502,台中市大里區中興段468地號,台中市大里區中興段468地號,農地,1023,2012/04/11,府授環水字第10100418862號,2014/07/03,府授環水字第1030114984號,無,無,無,無,無,無,無,無,公告解除控制場址,銅/無,"(一)臺中市大里區中興段447、448、449地號為重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段470、471、472地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段498、499、500、501地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段503、504、505地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段529(部分)、530(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段602(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段743地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段468地號重金屬銅超過食用作物農地之管制標準；中興段492地號重金屬銅超過食用作物農地之管制標準；中興段526地號重金屬銅超過食用作物農地之管制標準；中興段527地號重金屬銅超過食用作物農地之管制標準；大突寮段304-1(部分)、306(部分)、348(部分)地號及無地號國有地(部分)重金屬鎳超過土壤污染管制標準。
 
 (二)霧峰區吳厝段43-85(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-86、43-132、13-157地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-38、43-54、43-155、43-156地號重金屬鉻超過土壤污染管制標準；吳厝段43-32、43-34(部分)、43-36(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-57(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-81(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-71地號重金屬鎳超過土壤污染管制標準；吳厝段43-72(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-209(部分)、43-210(部分)地號重金屬鉻、鎳超過土壤污染管制標準。",農業使用，停耕中。,上述農地因遭受重金屬污染，地上之食用作物均須剷除、銷燬，請土地所有人勿採收，土地將強制停耕至改善完成為止。土地所有人可依此公告向轄區區公所申請停耕補償費，每年二期直至農地改善完成解除列管為止，若已請領休耕補償或停灌補償費，不得再申請停耕補償費。,完成控制並解除列管
臺中市,台中市大里區中興段492地號,X：216968，Y：2665489,台中市大里區中興段492地號,台中市大里區中興段492地號,農地,1049,2012/04/11,府授環水字第10100418862號,2014/07/03,府授環水字第1030114984號,無,無,無,無,無,無,無,無,公告解除控制場址,銅/無,"(一)臺中市大里區中興段447、448、449地號為重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段470、471、472地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段498、499、500、501地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段503、504、505地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段529(部分)、530(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段602(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段743地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段468地號重金屬銅超過食用作物農地之管制標準；中興段492地號重金屬銅超過食用作物農地之管制標準；中興段526地號重金屬銅超過食用作物農地之管制標準；中興段527地號重金屬銅超過食用作物農地之管制標準；大突寮段304-1(部分)、306(部分)、348(部分)地號及無地號國有地(部分)重金屬鎳超過土壤污染管制標準。
 
 (二)霧峰區吳厝段43-85(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-86、43-132、13-157地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-38、43-54、43-155、43-156地號重金屬鉻超過土壤污染管制標準；吳厝段43-32、43-34(部分)、43-36(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-57(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-81(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-71地號重金屬鎳超過土壤污染管制標準；吳厝段43-72(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-209(部分)、43-210(部分)地號重金屬鉻、鎳超過土壤污染管制標準。",農業使用，停耕中。,上述農地因遭受重金屬污染，地上之食用作物均須剷除、銷燬，請土地所有人勿採收，土地將強制停耕至改善完成為止。土地所有人可依此公告向轄區區公所申請停耕補償費，每年二期直至農地改善完成解除列管為止，若已請領休耕補償或停灌補償費，不得再申請停耕補償費。,完成控制並解除列管
臺中市,台中市大里區中興段526地號,X：216944，Y：2665355,台中市大里區中興段526地號,台中市大里區中興段526地號,農地,1023,2012/04/11,府授環水字第10100418862號,2014/07/03,府授環水字第1030114984號,無,無,無,無,無,無,無,無,公告解除控制場址,銅/無,"(一)臺中市大里區中興段447、448、449地號為重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段470、471、472地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段498、499、500、501地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段503、504、505地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段529(部分)、530(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段602(部分)地號重金屬鉻超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段743地號重金屬鉻、鎳超過土壤污染管制標準、重金屬銅超過食用作物農地之管制標準；中興段468地號重金屬銅超過食用作物農地之管制標準；中興段492地號重金屬銅超過食用作物農地之管制標準；中興段526地號重金屬銅超過食用作物農地之管制標準；中興段527地號重金屬銅超過食用作物農地之管制標準；大突寮段304-1(部分)、306(部分)、348(部分)地號及無地號國有地(部分)重金屬鎳超過土壤污染管制標準。
 
 (二)霧峰區吳厝段43-85(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-86、43-132、13-157地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-38、43-54、43-155、43-156地號重金屬鉻超過土壤污染管制標準；吳厝段43-32、43-34(部分)、43-36(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-57(部分)地號重金屬鎳超過土壤污染管制標準；吳厝段43-81(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-71地號重金屬鎳超過土壤污染管制標準；吳厝段43-72(部分)地號重金屬鉻、鎳超過土壤污染管制標準；吳厝段43-209(部分)、43-210(部分)地號重金屬鉻、鎳超過土壤污染管制標準。",農業使用，停耕中。,上述農地因遭受重金屬污染，地上之食用作物均須剷除、銷燬，請土地所有人勿採收，土地將強制停耕至改善完成為止。土地所有人可依此公告向轄區區公所申請停耕補償費，每年二期直至農地改善完成解除列管為止，若已請領休耕補償或停灌補償費，不得再申請停耕補償費。,完成控制並解除列管
